time_stamp,AmbientConditions_AmbientHumidity_U_Actual,AmbientConditions_AmbientTemperature_U_Actual,Machine1_RawMaterial_Property1,Machine1_RawMaterial_Property2,Machine1_RawMaterial_Property3,Machine1_RawMaterial_Property4,Machine1_RawMaterialFeederParameter_U_Actual,Machine1_Zone1Temperature_C_Actual,Machine1_Zone2Temperature_C_Actual,Machine1_MotorAmperage_U_Actual,Machine1_MotorRPM_C_Actual,Machine1_MaterialPressure_U_Actual,Machine1_MaterialTemperature_U_Actual,Machine1_ExitZoneTemperature_C_Actual,Machine2_RawMaterial_Property1,Machine2_RawMaterial_Property2,Machine2_RawMaterial_Property3,Machine2_RawMaterial_Property4,Machine2_RawMaterialFeederParameter_U_Actual,Machine2_Zone1Temperature_C_Actual,Machine2_Zone2Temperature_C_Actual,Machine2_MotorAmperage_U_Actual,Machine2_MotorRPM_C_Actual,Machine2_MaterialPressure_U_Actual,Machine2_MaterialTemperature_U_Actual,Machine2_ExitZoneTemperature_C_Actual,Machine3_RawMaterial_Property1,Machine3_RawMaterial_Property2,Machine3_RawMaterial_Property3,Machine3_RawMaterial_Property4,Machine3_RawMaterialFeederParameter_U_Actual,Machine3_Zone1Temperature_C_Actual,Machine3_Zone2Temperature_C_Actual,Machine3_MotorAmperage_U_Actual,Machine3_MotorRPM_C_Actual,Machine3_MaterialPressure_U_Actual,Machine3_MaterialTemperature_U_Actual,Machine3_ExitZoneTemperature_C_Actual,FirstStage_CombinerOperation_Temperature1_U_Actual,FirstStage_CombinerOperation_Temperature2_U_Actual,FirstStage_CombinerOperation_Temperature3_C_Actual,Stage1_Output_Measurement0_U_Actual,Stage1_Output_Measurement0_U_Setpoint,Stage1_Output_Measurement1_U_Actual,Stage1_Output_Measurement1_U_Setpoint,Stage1_Output_Measurement2_U_Actual,Stage1_Output_Measurement2_U_Setpoint,Stage1_Output_Measurement3_U_Actual,Stage1_Output_Measurement3_U_Setpoint,Stage1_Output_Measurement4_U_Actual,Stage1_Output_Measurement4_U_Setpoint,Stage1_Output_Measurement5_U_Actual,Stage1_Output_Measurement5_U_Setpoint,Stage1_Output_Measurement6_U_Actual,Stage1_Output_Measurement6_U_Setpoint,Stage1_Output_Measurement7_U_Actual,Stage1_Output_Measurement7_U_Setpoint,Stage1_Output_Measurement8_U_Actual,Stage1_Output_Measurement8_U_Setpoint,Stage1_Output_Measurement9_U_Actual,Stage1_Output_Measurement9_U_Setpoint,Stage1_Output_Measurement10_U_Actual,Stage1_Output_Measurement10_U_Setpoint,Stage1_Output_Measurement11_U_Actual,Stage1_Output_Measurement11_U_Setpoint,Stage1_Output_Measurement12_U_Actual,Stage1_Output_Measurement12_U_Setpoint,Stage1_Output_Measurement13_U_Actual,Stage1_Output_Measurement13_U_Setpoint,Stage1_Output_Measurement14_U_Actual,Stage1_Output_Measurement14_U_Setpoint,Machine4_Temperature1_C_Actual,Machine4_Temperature2_C_Actual,Machine4_Pressure_C_Actual,Machine4_Temperature3_C_Actual,Machine4_Temperature4_C_Actual,Machine4_Temperature5_C_Actual,Machine4_ExitTemperature_U_Actual,Machine5_Temperature1_C_Actual,Machine5_Temperature2_C_Actual,Machine5_Temperature3_C_Actual,Machine5_Temperature4_C_Actual,Machine5_Temperature5_C_Actual,Machine5_Temperature6_C_Actual,Machine5_ExitTemperature_U_Actual,Stage2_Output_Measurement0_U_Actual,Stage2_Output_Measurement0_U_Setpoint,Stage2_Output_Measurement1_U_Actual,Stage2_Output_Measurement1_U_Setpoint,Stage2_Output_Measurement2_U_Actual,Stage2_Output_Measurement2_U_Setpoint,Stage2_Output_Measurement3_U_Actual,Stage2_Output_Measurement3_U_Setpoint,Stage2_Output_Measurement4_U_Actual,Stage2_Output_Measurement4_U_Setpoint,Stage2_Output_Measurement5_U_Actual,Stage2_Output_Measurement5_U_Setpoint,Stage2_Output_Measurement6_U_Actual,Stage2_Output_Measurement6_U_Setpoint,Stage2_Output_Measurement7_U_Actual,Stage2_Output_Measurement7_U_Setpoint,Stage2_Output_Measurement8_U_Actual,Stage2_Output_Measurement8_U_Setpoint,Stage2_Output_Measurement9_U_Actual,Stage2_Output_Measurement9_U_Setpoint,Stage2_Output_Measurement10_U_Actual,Stage2_Output_Measurement10_U_Setpoint,Stage2_Output_Measurement11_U_Actual,Stage2_Output_Measurement11_U_Setpoint,Stage2_Output_Measurement12_U_Actual,Stage2_Output_Measurement12_U_Setpoint,Stage2_Output_Measurement13_U_Actual,Stage2_Output_Measurement13_U_Setpoint,Stage2_Output_Measurement14_U_Actual,Stage2_Output_Measurement14_U_Setpoint
06-03-2019 13:54,13.85,24.0,12.59,236,601.11,257,1262.44,72.0,72.5,62.56,12.08,366.34,81.6,79.3,12.85,241,556.7,256,202.57,68.98,69.08,73.81,13.9,224.28,77.1,60.0,8.83,221,433.18,205,202.57,78.0,77.8,342.16,12.94,247.4,75.2,65.0,116.4,104.2,79.9,12.97,13.75,0.0,22.74,11.45,13.02,21.49,21.88,34.58,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.98,21.3,19.13,19.52,7.77,8.65,0.0,6.16,1.59,2.02,3.43,3.16,0.0,17.72,359.0,360.0,17.0,325.0,17.0,312.0,191.0,310.0,290.0,270.0,243.1,245.0,63.3,157.0,12.86,12.05,6.28,11.71,11.06,11,19.99,20.73,0.0,31.36,3.07,2.71,0.61,0.01,2.99,2.75,19.93,19.39,0.0,16.47,7.83,7.93,5.52,5.65,2.03,1.85,3.92,2.89,7.72,11.71
06-03-2019 11:47,16.73,24.09,11.54,200,963.0,247,1274.1,72.0,72.6,72.11,10.48,410.2,81.1,74.9,12.85,241,556.7,256,190.32,68.99,69.06,73.5,13.86,226.97,76.9,59.9,9.02,186,421.16,200,212.07,78.1,78.0,331.57,13.69,235.14,73.5,65.0,103.5,63.6,80.0,13.1,13.75,14.08,22.74,10.92,13.02,21.51,21.88,33.37,32.55,0.0,2.74,1.77,4.25,2.91,2.97,20.94,21.3,19.07,19.52,8.02,8.65,5.88,6.16,0.0,2.02,3.35,3.16,16.07,17.72,361.0,360.0,16.0,321.0,16.0,309.0,199.0,310.0,290.0,270.0,242.2,245.0,63.2,157.8,12.99,12.05,6.39,11.71,10.77,11,20.61,20.73,0.0,31.36,2.79,2.71,0.44,0.01,3.0,2.75,19.88,19.39,16.61,16.47,7.95,7.93,5.78,5.65,2.11,1.85,3.48,2.89,7.72,11.71
06-03-2019 11:54,16.54,24.09,11.54,200,963.0,247,1275.81,72.0,71.4,73.05,10.52,422.83,81.0,75.1,12.85,241,556.7,256,209.68,69.0,69.11,73.44,13.87,223.33,76.9,60.4,9.02,186,421.16,200,170.52,78.0,77.9,332.58,13.77,235.91,73.8,65.0,103.4,64.1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,360.0,16.0,322.0,16.0,310.0,194.0,310.0,290.0,270.0,242.7,245.0,63.3,156.9,12.57,12.05,7.07,11.71,10.35,11,20.72,20.73,0.0,31.36,2.73,2.71,0.53,0.01,2.95,2.75,20.14,19.39,16.75,16.47,7.94,7.93,5.8,5.65,2.07,1.85,3.46,2.89,8.28,11.71
06-03-2019 11:46,16.73,24.09,11.54,200,963.0,247,1262.77,72.0,72.0,72.11,10.52,415.88,80.9,75.1,12.85,241,556.7,256,198.98,69.0,69.08,73.75,13.86,229.18,76.9,59.9,9.02,186,421.16,200,190.87,78.1,78.1,333.67,13.62,235.86,73.4,65.0,103.2,63.8,80.0,13.13,13.75,14.09,22.74,10.82,13.02,21.49,21.88,33.5,32.55,0.0,2.74,1.84,4.25,2.94,2.97,20.91,21.3,19.07,19.52,7.96,8.65,5.86,6.16,0.0,2.02,3.23,3.16,16.01,17.72,360.0,360.0,16.0,321.0,16.0,309.0,192.0,310.0,289.9,270.0,242.1,245.0,63.2,155.9,12.69,12.05,6.94,11.71,10.45,11,20.65,20.73,0.0,31.36,2.68,2.71,0.54,0.01,2.94,2.75,19.06,19.39,16.69,16.47,7.91,7.93,5.8,5.65,2.05,1.85,3.42,2.89,8.33,11.71
06-03-2019 13:39,13.94,24.19,12.9,215,980.53,251,1257.69,72.0,72.2,63.37,11.68,370.3,80.9,75.1,12.85,241,556.7,256,209.77,69.0,69.09,73.44,13.86,226.23,77.0,60.0,8.83,221,433.18,205,209.77,78.0,78.0,348.01,13.23,247.44,75.3,65.0,115.6,104.8,80.0,12.93,13.75,0.0,22.74,11.56,13.02,21.47,21.88,34.0,32.55,0.0,2.74,1.69,4.25,0.0,2.97,20.93,21.3,18.71,19.52,7.86,8.65,0.0,6.16,1.57,2.02,3.29,3.16,15.02,17.72,361.0,360.0,17.0,325.0,17.0,311.0,192.0,310.0,290.0,270.0,243.5,245.0,63.6,154.5,12.97,12.05,5.65,11.71,10.94,11,20.46,20.73,0.0,31.36,2.89,2.71,0.65,0.01,3.01,2.75,20.21,19.39,16.54,16.47,7.75,7.93,5.57,5.65,2.12,1.85,3.71,2.89,7.54,11.71
06-03-2019 13:54,13.85,24.0,12.59,236,601.11,257,1281.45,72.0,72.5,63.5,12.02,371.09,81.6,79.3,12.85,241,556.7,256,185.02,68.98,69.09,73.25,13.9,225.85,76.9,60.0,8.83,221,433.18,205,185.02,78.0,77.8,344.9,12.82,247.88,75.2,65.0,116.4,104.3,79.9,12.97,13.75,0.0,22.74,11.45,13.02,21.49,21.88,34.58,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.98,21.3,19.13,19.52,7.77,8.65,0.0,6.16,1.59,2.02,3.43,3.16,0.0,17.72,359.0,360.0,17.0,325.0,17.0,312.0,191.0,310.0,290.0,270.0,243.1,245.0,63.3,156.3,12.86,12.05,6.28,11.71,11.06,11,19.99,20.73,0.0,31.36,3.07,2.71,0.61,0.01,2.99,2.75,19.93,19.39,0.0,16.47,7.83,7.93,5.52,5.65,2.03,1.85,3.92,2.89,7.72,11.71
06-03-2019 14:29,14.04,24.19,11.54,200,1027.43,247,700.58,72.0,71.7,71.44,11.81,425.91,83.1,80.0,12.85,241,556.7,256,206.17,69.19,69.1,73.38,13.91,226.63,77.1,60.0,8.83,221,433.18,205,204.97,78.0,77.9,342.64,12.57,248.51,75.1,65.0,114.5,103.7,80.0,12.92,13.75,0.0,22.74,11.34,13.02,21.49,21.88,34.03,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.85,21.3,18.92,19.52,7.64,8.65,0.0,6.16,1.43,2.02,3.35,3.16,0.0,17.72,360.0,359.0,18.0,325.0,18.0,311.0,191.0,310.0,290.1,270.0,244.6,245.0,63.7,154.8,12.89,12.05,6.4,11.71,10.96,11,19.83,20.73,0.0,31.36,2.92,2.71,0.35,0.01,2.99,2.75,19.34,19.39,0.0,16.47,8.0,7.93,5.56,5.65,2.01,1.85,3.78,2.89,7.85,11.71
06-03-2019 14:42,13.94,24.43,12.22,201,1048.06,252,1236.36,72.0,72.6,73.32,11.99,419.01,83.7,80.0,12.85,241,556.7,256,187.94,68.99,69.41,73.69,13.91,221.42,77.0,60.0,8.83,221,433.18,205,237.22,78.0,78.0,339.9,12.32,249.53,74.9,64.9,115.7,104.8,80.1,12.91,13.75,0.0,22.74,11.34,13.02,21.74,21.88,33.97,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.88,21.3,18.89,19.52,7.68,8.65,0.0,6.16,1.45,2.02,3.38,3.16,0.0,17.72,360.0,359.0,17.0,326.0,17.0,312.0,194.0,309.9,289.9,270.0,245.0,245.0,63.7,155.3,12.83,12.05,6.66,11.71,10.82,11,19.45,20.73,0.0,31.36,3.01,2.71,0.37,0.01,2.96,2.75,19.27,19.39,0.0,16.47,7.77,7.93,5.45,5.65,1.98,1.85,3.83,2.89,7.91,11.71
06-03-2019 13:52,14.04,23.93,12.59,236,601.11,257,1257.87,72.0,71.9,64.71,12.08,367.18,81.5,75.1,12.85,241,556.7,256,204.38,68.99,69.08,73.75,13.95,222.37,77.1,60.0,8.83,221,433.18,205,194.12,78.0,77.9,341.84,12.98,247.43,75.2,64.9,116.4,103.6,79.8,13.0,13.75,0.0,22.74,11.43,13.02,21.48,21.88,34.42,32.55,0.0,2.74,0.0,4.25,0.0,2.97,21.05,21.3,18.92,19.52,7.79,8.65,0.0,6.16,1.5,2.02,3.34,3.16,0.0,17.72,361.0,360.0,19.0,325.0,19.0,312.0,192.0,310.0,290.1,270.0,243.4,245.0,63.4,156.5,12.89,12.05,5.88,11.71,11.15,11,19.86,20.73,0.0,31.36,3.03,2.71,0.54,0.01,3.0,2.75,20.06,19.39,0.0,16.47,7.82,7.93,5.53,5.65,2.05,1.85,3.87,2.89,7.68,11.71
06-03-2019 11:31,16.54,24.09,11.54,200,963.0,247,1271.63,72.0,72.3,73.46,10.48,414.36,80.9,74.9,12.59,236,601.11,257,205.91,68.96,69.09,73.38,13.89,225.23,76.9,60.3,9.02,186,421.16,200,205.91,78.0,78.1,333.75,13.7,236.62,72.6,65.0,103.2,68.2,80.0,12.81,13.75,11.27,22.74,12.32,13.02,21.8,21.88,30.57,32.55,0.0,2.74,3.05,4.25,2.88,2.97,20.99,21.3,19.1,19.52,8.04,8.65,5.89,6.16,0.0,2.02,3.42,3.16,14.62,17.72,360.0,360.0,15.0,319.0,15.0,308.0,191.0,310.0,290.0,270.0,241.4,245.1,63.1,155.8,12.54,12.05,7.37,11.71,9.57,11,20.63,20.73,32.59,31.36,2.62,2.71,0.16,0.01,2.98,2.75,20.26,19.39,16.56,16.47,7.84,7.93,5.87,5.65,2.06,1.85,3.38,2.89,8.32,11.71
06-03-2019 11:29,16.54,24.09,11.54,200,963.0,247,1258.65,72.0,72.5,74.4,10.48,414.24,81.0,74.9,12.59,236,601.11,257,173.13,68.97,69.06,72.81,13.91,225.77,76.7,59.8,9.02,186,421.16,200,219.62,78.0,78.2,336.42,13.73,236.65,72.5,65.0,98.6,65.5,79.8,13.17,13.75,11.4,22.74,11.38,13.02,21.96,21.88,30.54,32.55,0.0,2.74,3.2,4.25,2.92,2.97,20.92,21.3,19.64,19.52,7.82,8.65,5.77,6.16,0.0,2.02,0.0,3.16,14.81,17.72,360.0,359.0,16.0,319.0,16.0,307.0,192.0,310.1,290.0,270.0,241.4,245.0,63.0,154.7,12.67,12.05,7.36,11.71,9.62,11,20.57,20.73,32.54,31.36,2.65,2.71,0.24,0.01,2.99,2.75,20.26,19.39,16.54,16.47,7.95,7.93,5.79,5.65,2.07,1.85,3.47,2.89,8.35,11.71
06-03-2019 14:42,13.94,24.43,12.22,201,1048.06,252,1267.59,72.0,72.5,73.59,11.96,424.36,83.8,80.0,12.85,241,556.7,256,203.45,68.99,69.08,74.0,13.93,223.58,77.2,60.0,8.83,221,433.18,205,225.39,78.0,77.8,342.05,12.11,248.4,74.9,64.9,115.5,105.6,79.8,12.9,13.75,0.0,22.74,11.18,13.02,21.49,21.88,34.16,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.86,21.3,18.88,19.52,7.63,8.65,0.0,6.16,1.41,2.02,3.41,3.16,0.0,17.72,360.0,360.0,17.0,326.0,17.0,312.0,196.0,310.0,290.1,270.0,245.0,245.0,63.7,155.0,12.86,12.05,7.13,11.71,10.34,11,19.23,20.73,33.53,31.36,2.99,2.71,0.28,0.01,2.94,2.75,19.37,19.39,0.0,16.47,7.88,7.93,5.53,5.65,2.02,1.85,3.76,2.89,8.57,11.71
06-03-2019 11:43,16.73,24.09,11.54,200,963.0,247,1264.53,72.0,72.5,73.46,10.55,422.53,81.0,75.0,12.85,241,556.7,256,222.37,69.01,69.08,73.13,13.91,228.93,76.9,59.7,9.02,186,421.16,200,210.76,77.4,78.0,339.63,13.76,236.22,73.3,65.0,103.4,63.5,80.0,13.1,13.75,14.03,22.74,10.79,13.02,21.51,21.88,33.45,32.55,0.0,2.74,1.72,4.25,2.92,2.97,20.91,21.3,19.05,19.52,7.9,8.65,5.87,6.16,1.94,2.02,3.21,3.16,16.07,17.72,359.0,360.0,15.0,320.0,15.0,308.0,193.0,310.0,290.0,270.0,241.9,245.0,63.2,155.1,12.64,12.05,6.25,11.71,10.81,11,20.64,20.73,0.0,31.36,0.0,2.71,0.99,0.01,3.0,2.75,19.02,19.39,16.55,16.47,8.0,7.93,5.87,5.65,2.09,1.85,3.46,2.89,11.18,11.71
06-03-2019 13:58,13.84,24.0,12.59,236,601.11,257,1266.37,72.0,71.6,63.77,12.08,371.85,81.3,75.2,12.85,241,556.7,256,206.57,68.99,69.06,73.81,13.91,227.02,77.1,60.0,8.83,221,433.18,205,206.57,78.0,78.0,341.29,12.9,247.44,75.2,65.0,114.4,104.6,80.1,12.93,13.75,0.0,22.74,11.42,13.02,21.5,21.88,34.36,32.55,0.0,2.74,1.47,4.25,0.0,2.97,20.94,21.3,18.95,19.52,7.7,8.65,0.0,6.16,1.5,2.02,3.38,3.16,15.14,17.72,359.0,359.0,17.0,325.0,17.0,311.0,191.0,310.0,290.0,270.0,243.4,245.0,63.3,155.1,12.85,12.05,5.86,11.71,11.12,11,19.96,20.73,0.0,31.36,3.04,2.71,0.59,0.01,2.96,2.75,19.55,19.39,0.0,16.47,7.81,7.93,5.64,5.65,2.08,1.85,3.87,2.89,7.6,11.71
06-03-2019 13:08,14.65,23.59,11.54,200,1027.43,247,1297.52,72.0,72.4,72.65,10.94,421.29,81.9,75.0,12.85,241,556.7,256,182.91,68.99,69.07,73.38,13.89,227.53,77.0,60.0,8.83,221,433.18,205,182.91,78.0,78.0,342.91,13.42,247.45,75.3,65.0,103.5,74.0,80.2,13.08,13.75,13.88,22.74,11.22,13.02,21.51,21.88,33.62,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.91,21.3,18.99,19.52,7.88,8.65,0.0,6.16,1.52,2.02,3.06,3.16,0.0,17.72,360.0,359.0,17.0,325.0,17.0,310.0,192.0,309.9,290.0,270.0,242.6,245.0,63.3,156.0,12.68,12.05,6.8,11.71,10.74,11,20.74,20.73,0.0,31.36,2.73,2.71,0.46,0.01,3.03,2.75,20.12,19.39,16.64,16.47,7.95,7.93,5.59,5.65,2.03,1.85,3.46,2.89,8.25,11.71
06-03-2019 14:36,14.13,24.36,12.22,201,1048.06,252,1263.41,72.0,72.2,72.11,12.05,417.39,83.5,80.0,12.85,241,556.7,256,214.99,68.97,69.05,73.63,13.9,226.98,77.2,60.0,8.83,221,433.18,205,215.38,78.0,78.1,340.46,12.32,248.46,74.9,65.1,114.6,104.1,80.0,12.88,13.75,0.0,22.74,11.21,13.02,21.48,21.88,34.03,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.91,21.3,18.78,19.52,7.71,8.65,0.0,6.16,1.39,2.02,3.42,3.16,0.0,17.72,360.0,360.0,18.0,326.0,18.0,312.0,194.0,310.0,290.0,270.0,244.9,245.0,63.7,153.8,12.78,12.05,6.43,11.71,10.92,11,19.71,20.73,0.0,31.36,2.98,2.71,0.41,0.01,2.97,2.75,19.66,19.39,0.0,16.47,7.82,7.93,5.51,5.65,2.02,1.85,3.78,2.89,7.8,11.71
06-03-2019 13:41,13.94,24.19,12.9,215,980.53,251,1256.87,72.0,72.1,62.42,11.87,370.3,80.9,75.0,12.85,241,556.7,256,177.1,68.99,69.06,73.63,13.91,226.28,77.1,60.0,8.83,221,433.18,205,199.81,78.0,77.9,342.19,13.09,246.77,75.3,65.0,115.4,104.0,80.0,12.94,13.75,0.0,22.74,11.49,13.02,21.52,21.88,34.22,32.55,2.78,2.74,1.5,4.25,0.0,2.97,20.93,21.3,18.64,19.52,7.81,8.65,0.0,6.16,1.43,2.02,3.27,3.16,15.12,17.72,360.0,360.0,17.0,324.0,17.0,312.0,192.0,309.9,289.9,270.0,243.6,245.0,63.7,155.4,12.79,12.05,6.08,11.71,11.15,11,20.42,20.73,0.0,31.36,2.82,2.71,0.67,0.01,3.04,2.75,19.87,19.39,16.65,16.47,7.83,7.93,5.55,5.65,2.07,1.85,3.7,2.89,7.71,11.71
06-03-2019 13:00,14.92,23.19,11.54,200,1027.43,247,1300.08,72.0,71.7,72.65,10.79,423.58,81.7,74.9,12.85,241,556.7,256,199.34,68.99,69.09,73.81,13.84,226.62,77.0,59.8,8.83,221,433.18,205,193.01,78.0,78.1,342.32,13.27,247.39,75.4,65.2,103.6,73.4,80.2,13.07,13.75,13.84,22.74,11.27,13.02,21.54,21.88,33.55,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.86,21.3,18.89,19.52,7.83,8.65,0.0,6.16,1.51,2.02,3.04,3.16,0.0,17.72,359.0,360.0,17.0,324.0,17.0,310.0,192.0,310.0,289.9,270.0,242.4,245.0,62.9,157.2,12.81,12.05,6.42,11.71,10.94,11,20.59,20.73,0.0,31.36,2.68,2.71,0.56,0.01,2.93,2.75,20.21,19.39,16.5,16.47,7.87,7.93,5.56,5.65,2.05,1.85,3.42,2.89,7.89,11.71
06-03-2019 10:58,17.04,23.69,11.54,200,963.0,247,1117.39,72.0,72.1,86.51,10.55,455.28,80.2,75.0,12.59,236,601.11,257,206.78,69.01,69.07,72.38,13.89,235.05,74.2,59.7,9.02,186,421.16,200,224.48,78.3,78.2,338.62,13.75,243.05,67.8,65.2,105.7,114.6,80.0,13.06,13.75,0.0,22.74,11.77,13.02,21.45,21.88,32.55,32.55,0.0,2.74,2.05,4.25,2.95,2.97,21.0,21.3,19.25,19.52,7.91,8.65,5.74,6.16,0.0,2.02,0.29,3.16,14.36,17.72,360.0,359.0,18.0,314.0,18.0,303.0,53.0,310.0,290.0,265.6,238.4,245.0,64.4,147.4,0.0,12.05,5.23,11.71,5.27,11,21.93,20.73,30.17,31.36,2.19,2.71,0.41,0.01,2.35,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.15,1.85,3.7,2.89,7.69,11.71
06-03-2019 14:28,14.04,24.19,11.54,200,1027.43,247,1266.28,72.0,71.6,71.98,11.81,419.57,83.1,80.0,12.85,241,556.7,256,190.42,69.48,69.09,73.44,13.86,226.2,77.0,60.0,8.83,221,433.18,205,204.49,78.0,78.1,345.91,12.55,248.31,75.1,65.0,115.9,103.7,80.0,12.9,13.75,0.0,22.74,11.28,13.02,21.54,21.88,34.1,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.82,21.3,18.89,19.52,7.66,8.65,0.0,6.16,1.48,2.02,3.3,3.16,0.0,17.72,359.0,360.0,17.0,326.0,17.0,311.0,191.0,309.9,290.0,270.0,244.6,245.1,63.8,155.1,12.91,12.05,6.38,11.71,10.92,11,20.08,20.73,0.0,31.36,2.93,2.71,0.34,0.01,2.98,2.75,19.88,19.39,0.0,16.47,7.85,7.93,5.56,5.65,1.98,1.85,3.7,2.89,7.72,11.71
06-03-2019 13:27,14.42,23.66,12.9,215,980.53,251,1260.56,72.0,72.4,63.5,11.16,374.2,81.1,75.1,12.85,241,556.7,256,204.46,69.02,69.12,73.81,13.9,228.4,77.1,60.1,8.83,221,433.18,205,204.46,78.1,77.9,347.31,13.41,247.75,75.3,65.0,115.2,103.5,79.8,12.91,13.75,0.0,22.74,11.69,13.02,21.54,21.88,33.55,32.55,0.0,2.74,1.98,4.25,0.0,2.97,20.87,21.3,19.11,19.52,7.88,8.65,0.0,6.16,1.53,2.02,3.21,3.16,15.0,17.72,360.0,361.0,17.0,326.0,17.0,311.0,192.0,310.0,290.0,270.0,243.5,245.0,63.4,155.8,12.92,12.05,5.85,11.71,10.94,11,20.58,20.73,0.0,31.36,2.89,2.71,0.9,0.01,3.0,2.75,19.72,19.39,16.7,16.47,7.78,7.93,5.6,5.65,2.04,1.85,3.7,2.89,7.67,11.71
06-03-2019 12:42,15.54,23.16,11.54,200,1027.43,247,1277.3,72.0,71.4,72.78,10.67,420.55,81.4,75.1,12.85,241,556.7,256,231.45,68.97,69.07,73.69,13.9,222.37,77.1,59.8,9.86,192,408.97,202,198.19,77.7,77.9,353.43,13.35,256.67,75.5,65.1,104.9,73.4,80.0,13.05,13.75,13.92,22.74,11.22,13.02,21.4,21.88,33.41,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.88,21.3,18.77,19.52,7.89,8.65,0.0,6.16,1.49,2.02,3.02,3.16,0.0,17.72,360.0,361.0,18.0,324.0,18.0,311.0,192.0,310.0,289.9,270.0,242.2,245.0,63.2,157.9,12.68,12.05,6.82,11.71,10.61,11,20.7,20.73,0.0,31.36,2.73,2.71,0.59,0.01,2.95,2.75,20.19,19.39,16.63,16.47,7.97,7.93,5.69,5.65,2.11,1.85,3.52,2.89,8.34,11.71
06-03-2019 12:22,16.25,23.7,11.54,200,963.0,247,574.87,72.0,71.5,71.84,10.55,419.0,81.0,75.1,12.85,241,556.7,256,182.98,69.01,69.11,73.31,13.89,228.07,77.1,60.1,9.86,192,408.97,202,203.86,77.9,78.0,356.6,13.27,255.9,75.3,65.0,104.8,61.5,80.0,13.05,13.75,13.86,22.74,11.16,13.02,21.49,21.88,33.33,32.55,0.0,2.74,1.67,4.25,2.89,2.97,20.86,21.3,19.1,19.52,7.71,8.65,0.0,6.16,1.63,2.02,2.99,3.16,15.78,17.72,359.0,360.0,17.0,323.0,17.0,310.0,192.0,310.0,290.1,270.0,242.6,245.0,63.6,155.6,12.78,12.05,6.5,11.71,10.88,11,20.6,20.73,0.0,31.36,2.78,2.71,0.45,0.01,2.97,2.75,19.97,19.39,16.62,16.47,7.86,7.93,5.84,5.65,2.07,1.85,3.52,2.89,7.74,11.71
06-03-2019 14:30,14.04,24.19,11.54,200,1027.43,247,1272.65,72.0,72.2,70.77,11.84,424.34,83.2,80.0,12.85,241,556.7,256,191.93,69.0,69.09,73.81,13.85,220.38,77.1,60.0,8.83,221,433.18,205,190.71,78.0,78.0,343.38,12.24,248.38,75.0,65.0,115.6,103.6,80.0,12.9,13.75,0.0,22.74,11.38,13.02,21.46,21.88,33.96,32.55,0.0,2.74,0.0,4.25,0.0,2.97,20.88,21.3,18.92,19.52,7.6,8.65,0.0,6.16,1.44,2.02,3.4,3.16,0.0,17.72,360.0,361.0,19.0,325.0,19.0,312.0,192.0,310.0,290.0,270.0,244.7,245.0,63.7,154.4,12.84,12.05,6.31,11.71,10.96,11,19.8,20.73,0.0,31.36,3.09,2.71,0.23,0.01,3.01,2.75,19.13,19.39,0.0,16.47,7.87,7.93,5.59,5.65,1.99,1.85,3.69,2.89,7.62,11.71
06-03-2019 11:17,16.73,24.0,11.54,200,963.0,247,1277.43,72.0,72.7,76.55,10.42,422.06,81.0,75.0,12.59,236,601.11,257,215.8,68.98,69.06,72.81,13.86,230.53,76.5,59.6,9.02,186,421.16,200,204.23,78.0,77.8,335.12,13.6,238.19,71.2,64.9,106.8,69.1,80.1,12.78,13.75,0.0,22.74,12.11,13.02,21.49,21.88,32.23,32.55,0.0,2.74,1.99,4.25,2.92,2.97,21.08,21.3,18.74,19.52,7.92,8.65,5.82,6.16,1.88,2.02,3.17,3.16,14.47,17.72,359.0,360.0,16.0,316.0,16.0,305.0,194.0,310.0,290.1,269.0,240.7,245.0,63.1,153.9,12.82,12.05,6.64,11.71,10.78,11,20.49,20.73,0.0,31.36,2.68,2.71,0.64,0.01,2.95,2.75,19.62,19.39,16.58,16.47,7.87,7.93,5.76,5.65,2.06,1.85,3.41,2.89,8.31,11.71
